Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Pre Seed Round - Everewear,https://www.crunchbase.com/funding_round/everewear-pre-seed--12215964,Pre-Seed,10000,USD,10000,2023-05-24,1,1,everewear is an e-commerce business dedicated to creating a streamlined process.,"E-Commerce, Retail","Indianapolis, Indiana, United States, North America",,https://everewear.com/,Everewear,https://www.crunchbase.com/organization/everewear
Seed Round - Gilbert Technologies,https://www.crunchbase.com/funding_round/gilbert-technologies-seed--3006ade8,Seed,,,,2023-06-07,,3,"Gilbert Technologies develop unique and innovative medical devices for inhalation therapeutic,applications.","Health Care, Medical, Medical Device","Bussum, Noord-Holland, The Netherlands, Europe",,https://www.gilberttechnologies.eu/,Gilbert Technologies,https://www.crunchbase.com/organization/gilbert-technologies
Seed Round - Manganum,https://www.crunchbase.com/funding_round/manganum-seed--33468ccf,Seed,500000,USD,500000,2023-06-01,1,2,Manganum is designed to transform Google Chrome from a web browsing tool into an inspiring and productive workplace.,"Apps, SMS, Software","Middletown, Delaware, United States, North America",,https://manganum.app,Manganum,https://www.crunchbase.com/organization/manganum
Seed Round - Huigou Sci & Tech,https://www.crunchbase.com/funding_round/huigou-sci-tech-seed--c11dcea7,Seed,,,,2023-05-18,1,1,Huigou Sci & Tech is a comprehensive Internet of Things solution provider dedicated to Internet of Things technology services.,"Artificial Intelligence, Big Data, Internet of Things","Zhengzhou, Henan, China, Asia",,http://www.huigouiot.com,Huigou Sci & Tech,https://www.crunchbase.com/organization/huigou-sci-tech
Pre Seed Round - Manis Leting,https://www.crunchbase.com/funding_round/manis-leting-pre-seed--c0da3940,Pre-Seed,50000,MYR,10820,2023-05-31,1,1,Manis Leting produces healthier substitute foods with no white sugar.,"Food and Beverage, Food Processing","Shah Alam, Selangor, Malaysia, Asia",,,Manis Leting,https://www.crunchbase.com/organization/manis-leting
Seed Round - gemineers,https://www.crunchbase.com/funding_round/gemineers-seed--eac4abad,Seed,,,,2023-06-06,,1,gemineers is a forward-thinking start-up that specialises in digital twin solutions for the machining sector.,"Machinery Manufacturing, Manufacturing","Aachen, Nordrhein-Westfalen, Germany, Europe",,https://www.gemineers.com,gemineers,https://www.crunchbase.com/organization/gemineers
Seed Round - Pumpkin Organics,https://www.crunchbase.com/funding_round/pumpkin-organics-seed--262c5641,Seed,4300000,USD,4300000,2023-05-17,5,3,Pumpkin Organics is an innovative baby food concept.,"Food and Beverage, Health Care, Organic Food","Munich, Bayern, Germany, Europe",,https://pumpkin-organics.de,Pumpkin Organics,https://www.crunchbase.com/organization/pumpkin-organics
Seed Round - Skills Caravan,https://www.crunchbase.com/funding_round/skills-caravan-seed--6301e02d,Seed,,,,2023-06-12,3,1,"Skills Caravan employs AI to deliver personalized instructional resources, allowing organizations to optimize their learning roadmaps.","E-Learning, EdTech, Education","Gurgaon, Haryana, India, Asia",,https://www.skillscaravan.com/,Skills Caravan,https://www.crunchbase.com/organization/skills-caravan
Seed Round - WeArisma,https://www.crunchbase.com/funding_round/wearisma-seed--667d79b1,Seed,2500000,GBP,3101502,2023-06-06,1,2,"Wearisma is a premium influencer marketing solution for brands, agencies & influencers.","Brand Marketing, Content Marketing, Shopping, Social Media Marketing","London, England, United Kingdom, Europe",,http://www.wearisma.com/,WeArisma,https://www.crunchbase.com/organization/wearisma
Seed Round - Wave Smart,https://www.crunchbase.com/funding_round/wave-smart-seed--fb0d020e,Seed,,,,2023-05-30,1,1,Wave Smart is an AI interactive content platform.,"Content, Digital Entertainment, Media and Entertainment","Hangzhou, Zhejiang, China, Asia",,,Wave Smart,https://www.crunchbase.com/organization/wave-smart
Seed Round - Fumopay,https://www.crunchbase.com/funding_round/fumopay-seed--3ccc195d,Seed,,,,2023-06-05,1,1,"Fumopay is a fintech firm that offers mobile payment, transaction processing, credit, and mobile banking.","Banking, Financial Services, FinTech, Mobile Payments, Payments, Transaction Processing","London, England, United Kingdom, Europe",$1M to $10M,https://www.fumopay.com/,Fumopay,https://www.crunchbase.com/organization/fumopay
Pre Seed Round - appful,https://www.crunchbase.com/funding_round/appful-pre-seed--43abd549,Pre-Seed,,,,2023-05-29,1,1,Create Top-Notch Blog & News Apps,"Apps, Blogging Platforms, Mobile, Publishing, Software","Mainz, Rheinland-Pfalz, Germany, Europe",Less than $1M,https://appful.io,appful,https://www.crunchbase.com/organization/appful
Seed Round - Circly,https://www.crunchbase.com/funding_round/ordito-seed--57b58d60,Seed,,,,2023-06-06,6,2,Machine Learning based Prediction System for the retail sector to forecast demand - PaaS - save resources!,"Artificial Intelligence, Machine Learning, Predictive Analytics, Retail, SaaS, Supply Chain Management","Vienna, Wien, Austria, Europe",,https://www.circly.at,Circly,https://www.crunchbase.com/organization/ordito
Seed Round - PartnerSlate,https://www.crunchbase.com/funding_round/parnterslate-seed--88d11075,Seed,4000000,USD,4000000,2023-06-09,7,2,"B2B marketplace for food CPG brands to connect with co-manufacturers, working capital, and other partners.","B2B, Food Processing, IaaS, Marketplace","San Francisco, California, United States, North America",$1M to $10M,https://partnerslate.com,PartnerSlate,https://www.crunchbase.com/organization/parnterslate
Seed Round - UTI-lizer,https://www.crunchbase.com/funding_round/uti-lizer-seed--da9c4dfa,Seed,7000000,SEK,669952,2023-05-17,2,2,UTI-lizer develops diagnostic tests for urinary tract infections.,"Biotechnology, Medical, Medical Device","Stockholm, Stockholms Lan, Sweden, Europe",,https://www.utilizer.se,UTI-lizer,https://www.crunchbase.com/organization/uti-lizer
Seed Round - Config,https://www.crunchbase.com/funding_round/config-2518-seed--216464e6,Seed,5000000,USD,5000000,2023-06-06,7,1,"Config combines engineering, operations, and manufacturing to simplify the large-scale shipment of high-quality hardware.","Hardware, Information Technology, Software","San Francisco, California, United States, North America",,https://config.com,Config,https://www.crunchbase.com/organization/config-2518
Pre Seed Round - BOND,https://www.crunchbase.com/funding_round/bond-d337-pre-seed--622088f9,Pre-Seed,2000000,USD,2000000,2023-06-06,7,1,"BOND is the first inspiration-driven live shopping platform that connects creators, brands, and consumers.","Content Marketing, E-Commerce Platforms, Shopping","Los Angeles, California, United States, North America",,https://www.joinbond.co/,BOND,https://www.crunchbase.com/organization/bond-d337
Seed Round - NEXT Life Sciences,https://www.crunchbase.com/funding_round/next-life-sciences-seed--849378c3,Seed,1550000,USD,1550000,2023-06-02,,2,NEXT Life Sciences is developing the revolutionary Plan A™ procedure to bring the only scientifically proven technology in the category.,"Biotechnology, Life Science, Medical","San Luis Obispo, California, United States, North America",,https://nextlifesciences.org/,NEXT Life Sciences,https://www.crunchbase.com/organization/next-life-sciences
Seed Round - Happy Plates,https://www.crunchbase.com/funding_round/feinkoch-seed--1c028cc7,Seed,,,,2023-05-17,4,3,"Happy Plates is a meal planning, grocery shopping & cooking have never been easier.","Cooking, Digital Media, E-Commerce, Food Delivery, Recipes","Vienna, Wien, Austria, Europe",,https://happyplates.com,Happy Plates,https://www.crunchbase.com/organization/feinkoch
Seed Round - Chenyao Technology,https://www.crunchbase.com/funding_round/chenyao-technology-seed--1326539a,Seed,,,,2023-05-24,1,1,Chenyao Technology is a high-tech company that provides mobile office security services.,"Information Technology, Security, Service Industry","Beijing, Beijing, China, Asia",,https://www.cncytech.com/,Chenyao Technology,https://www.crunchbase.com/organization/chenyao-technology
Seed Round - Oii,https://www.crunchbase.com/funding_round/oii-seed--d0cc51f0,Seed,1850000,USD,1850000,2023-06-02,,1,Oii develops an AI based supply chain planning set up for meeting the strategic needs of organizations.,"Artificial Intelligence, Information Technology, Supply Chain Management","Oakland, California, United States, North America",,https://www.oii.ai/,Oii,https://www.crunchbase.com/organization/oii
Seed Round - MetaZone,https://www.crunchbase.com/funding_round/metazone-seed--69a899e8,Seed,3000000,USD,3000000,2023-05-30,8,1,MetaZone is the content distribution platform designed to enable tokenized applications to exist in the open metaverse,"Blockchain, Computer, E-Commerce, Gaming, Marketplace, Virtual Goods, Virtual Reality","Singapore, Central Region, Singapore, Asia",,https://metazone.io/,MetaZone,https://www.crunchbase.com/organization/metazone
Seed Round - era92 Fund,https://www.crunchbase.com/funding_round/era92-fund-seed--77466fac,Seed,425000,USD,425000,2023-05-19,2,1,era92 Fund provides access to impact investment opportunities for startups and mobilizes funds & resources from investors across the globe.,,"Kampala, Kampala, Uganda, Africa",,https://era92fund.com,era92 Fund,https://www.crunchbase.com/organization/era92-fund
Seed Round - LTZ Therapeutics,https://www.crunchbase.com/funding_round/ltz-therapeutics-seed--16ca941d,Seed,10000000,USD,10000000,2023-05-31,6,2,LTZ develops novel immunotherapies to treat patients that suffer from cancer and other diseases with an unmet clinical need.,"Biotechnology, Health Care, Medical","San Francisco, California, United States, North America",,http://www.ltztherapeutics.com/,LTZ Therapeutics,https://www.crunchbase.com/organization/ltz-therapeutics
Seed Round - Serpa,https://www.crunchbase.com/funding_round/serpa-b145-seed--106fc196,Seed,,,,2023-05-24,1,1,Serpa is a No-programmes platform that allows to deploy programmes in the cloud in minutes.,"Information Services, Information Technology, SaaS","Mexico City, Distrito Federal, Mexico, North America",,https://beta.serpa.cloud,Serpa,https://www.crunchbase.com/organization/serpa-b145
Pre Seed Round - Furrend,https://www.crunchbase.com/funding_round/furrend-pre-seed--2a239547,Pre-Seed,30000,USD,30000,2023-05-26,1,1,The pawsome pet video-sharing platform with a web3 twist.,Software,,,https://furrend.xyz/,Furrend,https://www.crunchbase.com/organization/furrend
Seed Round - Fast Control Technology,https://www.crunchbase.com/funding_round/fast-control-technology-seed--60c4a9bf,Seed,,,,2023-05-26,1,1,Fast Control is a middleware software and Ethernet product provider specialising in smart car EEA (Electrical/Electronic Architecture).,"Automotive, Software","Shenzhen, Guangdong, China, Asia",,http://www.fastctr.com/,Fast Control Technology,https://www.crunchbase.com/organization/fast-control-technology
Seed Round - Bundle Kitchen,https://www.crunchbase.com/funding_round/bundle-kitchen-seed--0b665aef,Seed,1250000,TRY,62924,2023-05-22,2,1,"Bundle Kitchen, a prominent example of a virtual kitchen business model, has achieved success.","App Marketing, Delivery, Recipes, Restaurants","Istanbul, Istanbul, Turkey, Europe",,https://bundlekitchen.co,Bundle Kitchen,https://www.crunchbase.com/organization/bundle-kitchen
Seed Round - Ripple Software,https://www.crunchbase.com/funding_round/ripple-software-seed--09a232cb,Seed,,,,2023-05-31,,1,Ripple Software is an AIGC liquid-cooled computing power infrastructure technology company,"Artificial Intelligence, Cloud Infrastructure, Software","Hangzhou, Zhejiang, China, Asia",,https://www.raibo.org.cn/,Ripple Software,https://www.crunchbase.com/organization/ripple-software
Seed Round - Funbox,https://www.crunchbase.com/funding_round/funbox-0207-seed--89333562,Seed,25500000,CNY,3611437,2023-05-24,1,1,"Fun Box focuses on the varied design of fashion games and offers a one-of-a-kind shopping experience for toy enthusiasts ,trend-watchers.",Gaming,"Beijing, Beijing, China, Asia",,,Funbox,https://www.crunchbase.com/organization/funbox-0207
Seed Round - Dumme,https://www.crunchbase.com/funding_round/dumme-seed--f1f20de3,Seed,3400000,USD,3400000,2023-06-02,7,2,Dumme is the creator of a content automation platform designed to search for information using video.,"B2C, Information Services","London, England, United Kingdom, Europe",,https://dumme.com,Dumme,https://www.crunchbase.com/organization/dumme
Seed Round - StartADAM,https://www.crunchbase.com/funding_round/startadam-seed--c27740c1,Seed,1900000,USD,1900000,2023-05-31,,2,"Automated Data, Automated Management","Communications Infrastructure, Project Management, SaaS, Software","Los Angeles, California, United States, North America",,https://StartADAM.com,StartADAM,https://www.crunchbase.com/organization/startadam
Pre Seed Round - Pashoot Robotics,https://www.crunchbase.com/funding_round/pashoot-robotics-pre-seed--c7801b54,Pre-Seed,1500000,USD,1500000,2023-05-31,,2,Pashoot Robotics provides contextual robotics for manufacturing.,"Industrial Automation, Robotics","Ness Ziona, HaMerkaz, Israel, Asia",,https://www.pashoot-robotics.com/,Pashoot Robotics,https://www.crunchbase.com/organization/pashoot-robotics
Pre Seed Round - Dapta,https://www.crunchbase.com/funding_round/dapta-pre-seed--b8e35835,Pre-Seed,,,,2023-05-24,1,2,No-code open source platform for backend and API integrations,,"Miami, Florida, United States, North America",,https://daptatech.com,Dapta,https://www.crunchbase.com/organization/dapta
Seed Round - Retliq,https://www.crunchbase.com/funding_round/retliq-seed--c1cef343,Seed,,,,2023-05-24,1,1,Retliq an online application that streamlines reverse logistics administration for eCommerce businesses.,"Internet, Logistics, Supply Chain Management, Transportation","Naucalpan De Juárez, Mexico, Mexico, North America",,http://retliq.com,Retliq,https://www.crunchbase.com/organization/retliq
Seed Round - THE EARTH SAYS,https://www.crunchbase.com/funding_round/aibee-seed--6458d3b1,Seed,,,,2023-05-24,1,8,We ensure the quality and accessibility of hives to optimize pollination.,"Agriculture, AgTech","Santiago, Region Metropolitana, Chile, South America",,https://www.theearthsays.cl,THE EARTH SAYS,https://www.crunchbase.com/organization/aibee
Seed Round - Invera,https://www.crunchbase.com/funding_round/invera-57e5-seed--86639251,Seed,,,,2023-05-24,1,1,Invera is a fintech company that provides technological and consulting services to businesses with software and artificial intelligence.,"Artificial Intelligence, Financial Services, FinTech, Software","Córdoba, Cordoba, Argentina, South America",,https://invera.io,Invera,https://www.crunchbase.com/organization/invera-57e5
